OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
samsung,toshiba,bit,samsung,BAD,1.0,0,1,"i know little about hard disk benchmarks, but the samsung looks like it is quite a bit faster than the toshiba.","the toshiba bits that are inside my air, from october, are actually slower than those in the latest batch, which house an ssd blade from samsung.","that's a bit reminiscent of a similar issue with the 2011 machines, if you got the toshiba-based ssd, you got slower performance than the samsung.","1tb of mechanical storage isn't bad, but toshiba hard drives really aren't what we want to be seeing as they tend to be a bit slower than competing drives from hgst, western digital, samsung, and seagate.","weak memory chip prices remain the biggest concern for samsung in the third quarter, but it will again fare better than rivals as its reliance on apple, which tends to squeeze suppliers quite a bit, is small compared to the likes of hynix and toshiba."
samsung,toshiba,digital,samsung,BAD,1.0,0,1,"1tb of mechanical storage isn't bad, but toshiba hard drives really aren't what we want to be seeing as they tend to be a bit slower than competing drives from hgst, western digital, samsung, and seagate.",roiscok samsung sas sherwood stannol suant sun electronics sunon superior sweex swiss switel synology target tdk tecxus teslanol thomson thrustmaster titanum toshiba tp-link trust tuncmatik tv star tv star tv star ultracell uni-t valueline vinnic viokar visonic watton wd-40 weller wenger western digital x-treme xeno xilence zignum znt ρη,,,
samsung,toshiba,seagate,samsung,BAD,1.0,0,1,"1tb of mechanical storage isn't bad, but toshiba hard drives really aren't what we want to be seeing as they tend to be a bit slower than competing drives from hgst, western digital, samsung, and seagate.",,,,
samsung,toshiba,quicker,toshiba,GOOD,1.0,1,0,"the good news is that even in this state the toshiba drive is faster than the previous generation apple ssds, the bad news is the new samsung based drive is significantly quicker.",,,,
samsung,toshiba,bigger,toshiba,BAD,1.0,0,1,,,,,
samsung,toshiba,easier,toshiba,BAD,1.0,0,1,,,,,
samsung,toshiba,earlier,toshiba,BAD,1.0,0,1,"i mean, a 512gb ssd is clearly for bragging rights, but it's toshiba's biggest and fastest drive made in-house-way nicer than we see competition from lenovo and apple (which we believe to both use earlier gen, samsung drives).","while hd-dvd won the first round earlier this year--its toshiba hd-a1 and most hd-dvd movies definitely looked better than did the initial blu-ray player, the samsung bd-p1000 , and its accompanying blu-ray movies--the difference between the two formats is disappearing quickly.",,,
samsung,toshiba,higher,toshiba,BAD,1.0,0,1,,,,,
samsung,toshiba,lighter,toshiba,GOOD,1.0,1,0,"the toshiba z830 is a half pound lighter than the samsung series 9 or macbook air, and just a bit smaller all around.","like the toshiba thrive , the ideapad k1 seems heavier than it is when compared to the lighter samsung galaxy tab 10.1 or the apple ipad 2.",,,
samsung,toshiba,picture,toshiba,GOOD,1.0,1,0,we were interested in toshiba after we saw that toshiba was better than samsung because it had clear picture and extreme sound.,i have seen it from my own eyes the picture on the toshiba is way better than the samsung!,toshiba and jvc have gotten consistently better scores in testing in various home theater magazines than samsung (a very digital picture) or mitsubishi (more noise than some others).,"i've got a toshiba 37  1080p in the front room which was more than twice the price and the picture is better on the samsung, sound is also better, really slim design.",
samsung,toshiba,sound,toshiba,GOOD,1.0,1,0,we were interested in toshiba after we saw that toshiba was better than samsung because it had clear picture and extreme sound.,my $2000 samsung 3d led tv has worse sound than my 30-year old toshiba 25  clunker because the speakers face the brick wall behind it.,"i've got a toshiba 37  1080p in the front room which was more than twice the price and the picture is better on the samsung, sound is also better, really slim design.","it's the same processor as in the toshiba satellite u50t, and a better-sounding proposition than the low-power amd a6 parts inside the samsung and asus laptops - although it may face a stiffer test when up against the lenovo's beefy amd a10 apu.",
samsung,toshiba,slimmer,toshiba,GOOD,1.0,1,0,,,,,
samsung,toshiba,weaker,toshiba,BAD,1.0,0,1,,,,,
ferrari,renault,mercedes,ferrari,BAD,1.0,0,1,"to be honest , i don't see the renault engine being inferior to either mercedes or ferrari.",mas is only 6th because the ferrari was so superior to the mercedes & renault.,but it was not a case of mercedes domination as he was only 0.035 of a second quicker than kimi raikkonen's ferrari and 0.061 faster than sebastian vettel's red bull renault.,"yes it isn't as cool as a mercedes, ferrari or bmw - but it's cooler than renault.","my pace was competitive, even with ferrari at the beginning and even quicker than renault and mercedes."
ferrari,renault,raikkonen,ferrari,BAD,1.0,0,1,but it was not a case of mercedes domination as he was only 0.035 of a second quicker than kimi raikkonen's ferrari and 0.061 faster than sebastian vettel's red bull renault.,"ferrari had proved they were genuine 2006 contenders, mclaren had pulled off a fantastic podium for raikkonen and shown better reliability than renault, while honda - without button's sluggish start - would have got a podium themselves.","if there were any lessons to be learned in the race, it was that the qualifying performances of michael schumacher and kimi raikkonen had only been achieved by the ferrari and mclaren teams running the cars much lighter than renault ran alonso.",,
ferrari,renault,vettel,ferrari,BAD,1.0,0,1,but it was not a case of mercedes domination as he was only 0.035 of a second quicker than kimi raikkonen's ferrari and 0.061 faster than sebastian vettel's red bull renault.,,,,
ferrari,renault,faster,ferrari,GOOD,1.0,1,0,ferrari was faster over a race distance than renault.,"well, ferrari was faster than the renault from 2nd half onward.",but it was not a case of mercedes domination as he was only 0.035 of a second quicker than kimi raikkonen's ferrari and 0.061 faster than sebastian vettel's red bull renault.,in friday practice the red bull car is 0.3 secs faster in the downforce dependent sector 1 alone than the ferrari and half a second quicker than the mclaren and renault.,"were the mercedes not in competitive isolation - significantly slower than the ferrari, but a lot faster than force india and renault - then the qualifying speed differences from rosberg to schumacher would be hurting the older man more than they are."
ferrari,renault,kimi,ferrari,BAD,1.0,0,1,but it was not a case of mercedes domination as he was only 0.035 of a second quicker than kimi raikkonen's ferrari and 0.061 faster than sebastian vettel's red bull renault.,"kimi may be has the  option  sending ham out with a pair of  ice-eggs , and in this situation massa will win, the ferrari is faster than the renault.","if there were any lessons to be learned in the race, it was that the qualifying performances of michael schumacher and kimi raikkonen had only been achieved by the ferrari and mclaren teams running the cars much lighter than renault ran alonso.",,
ferrari,renault,cleverer,ferrari,GOOD,1.0,1,0,...but ferrari were cleverer than both mclaren and renault - ferrari didn't get caught with their hands in the cookie jar!!,,,,
ferrari,renault,red,ferrari,BAD,1.0,0,1,"renault worse engine and car than mclaren, red bull & ferrari.",but it was not a case of mercedes domination as he was only 0.035 of a second quicker than kimi raikkonen's ferrari and 0.061 faster than sebastian vettel's red bull renault.,in friday practice the red bull car is 0.3 secs faster in the downforce dependent sector 1 alone than the ferrari and half a second quicker than the mclaren and renault.,"fernando alonso's ferrari (1:41.314) was just a thousandth quicker than mark webber (1:41.315), with robert kubica's renault (1:41.576) a hundredth quicker than felipe massa (1:41.583) in the second ferrari.","it was not really a title fight, but like this seasons wasn't... the 2006 ferrari was way superior than the 2006 renault just like the 2012 red bull was vastly superior to the 2012 ferrari."
ferrari,renault,bull,ferrari,BAD,1.0,0,1,"renault worse engine and car than mclaren, red bull & ferrari.",but it was not a case of mercedes domination as he was only 0.035 of a second quicker than kimi raikkonen's ferrari and 0.061 faster than sebastian vettel's red bull renault.,in friday practice the red bull car is 0.3 secs faster in the downforce dependent sector 1 alone than the ferrari and half a second quicker than the mclaren and renault.,"it was not really a title fight, but like this seasons wasn't... the 2006 ferrari was way superior than the 2006 renault just like the 2012 red bull was vastly superior to the 2012 ferrari.","i think ferrari has developed their f-duct better than red bull, mercedes and renault, and have adapted the exhaust driver diffuser better than mclaren, mercedes and renault as well."
ferrari,renault,cooler,ferrari,GOOD,1.0,1,0,"yes it isn't as cool as a mercedes, ferrari or bmw - but it's cooler than renault.",,,,
ferrari,renault,older,ferrari,BAD,1.0,0,1,"were the mercedes not in competitive isolation - significantly slower than the ferrari, but a lot faster than force india and renault - then the qualifying speed differences from rosberg to schumacher would be hurting the older man more than they are.",,,,
ferrari,renault,quicker,renault,GOOD,1.0,1,0,"in his williams fw19-renault, he qualified 1.7 seconds quicker than team-mate frentzen and 2.1 seconds quicker than michael schumacher's ferrari f310b.","1st - he was alawys quicker than his team mate in the same car, and he took renault forward, being at times the 3rd best team in the weekend (sometimes better than ferrari, others maclaren).","even though the combination of alonso and renault was quicker than massa and ferrari, alonso could not begin to contemplate overtaking on the track.","rené's renault was a quicker car than gilles's ferrari that day, and rené had duly passed gilles for second place a few laps from the end.","additionally, renault and toyota were quicker than us in fuji, so that makes my life and the team's much more difficult to compete against ferrari and mclaren."
ferrari,renault,fduct,renault,BAD,1.0,0,1,,,,,
ferrari,renault,downforce,renault,GOOD,1.0,1,0,something to remember about petrov/alonso at abu-dhabi last year is that renault were significantly faster than anyone else down the straghts because they had a better f-duct & had gambled on a lower downforce setting & had run a better pit strategy than ferrari.,,,,
ferrari,renault,pit,renault,BAD,1.0,0,1,something to remember about petrov/alonso at abu-dhabi last year is that renault were significantly faster than anyone else down the straghts because they had a better f-duct & had gambled on a lower downforce setting & had run a better pit strategy than ferrari.,petrov/renault simply did a better job than alonso/ferrari on pit strategy & car setup.,"the renault was lapping half a second faster than the ferrari, thanks to vitaly petrov holding alonso up, so now fernando could lose another position when kubica was to pit.",renault driver alonso's championship lead stretched out to 12 points on sunday after schumacher - at the wheel of a superior ferrari - had to queue behind teammate felipe massa in pit lane.,the renault was clearly a lot quicker than the ferrari in the middle sector and alonso was able to edge out a gap of ten seconds to his team-mate and twelve seconds to schumacher before he pitted for the first time.
ferrari,renault,strategy,renault,BAD,1.0,0,1,something to remember about petrov/alonso at abu-dhabi last year is that renault were significantly faster than anyone else down the straghts because they had a better f-duct & had gambled on a lower downforce setting & had run a better pit strategy than ferrari.,petrov/renault simply did a better job than alonso/ferrari on pit strategy & car setup.,,,
ferrari,renault,williams,renault,BAD,1.0,0,1,"in fact, ferrari is slower than renault and williams.","in his williams fw19-renault, he qualified 1.7 seconds quicker than team-mate frentzen and 2.1 seconds quicker than michael schumacher's ferrari f310b.","a retreat of ferrari could kill f1 in a minute, it would be worse than if williams, renault and mclaren would resign together.","i believe thats the case too, the merc's out qualifying renault powered cars by close to 3sec a lap and even faster than williams and ferrari by at least 1.5-2sec.",
ferrari,renault,rb,renault,BAD,1.0,0,1,and i don't think anyone believes renault will have a better car than ferrari or rbr next season.,@biggsy - the assumption that 2016 renault engine is better than 2015 ferrari just because rb took the former is a big jump.,"re: this season raikkonen was superb on the whole and only driver more consistent was alonso but the renault was better than the ferrari over the season, hardly 'broker than ever'.","i am quite sure that renault/ lotus will be a top performer next year... along with merc gp hopefully being a better performer than last year together with ferrari, mclaren and rb it will be a scorcher of a season... can't wait.",
ferrari,renault,jump,renault,BAD,1.0,0,1,@biggsy - the assumption that 2016 renault engine is better than 2015 ferrari just because rb took the former is a big jump.,,,,
ferrari,renault,greater,renault,BAD,1.0,0,1,"therefore if the allegations are found to be true, renaults' penalty must be significantly greater than that handed to mclaren over the ferrari spygate affair.",,,,
ferrari,renault,sports,renault,BAD,1.0,0,1,,,,,
juice,soda,greater,juice,BAD,1.0,0,1,"already, demand for juice is greater than for soda.",the los angeles times reported back in 2009 that fruit juice contains equal or greater amounts of sugar and calories than soda.,"the same can also be said for milk and fruit juice, both of which also have a host of issues far greater than diet soda when drunk in excess.",,
juice,soda,healthier,juice,BAD,1.0,0,1,my mom thought juice was better than soda and crackers were healthier than chips.,"my mom thought juice was better than soda, and crackers were healthier than chips.",,,
juice,soda,nutrients,juice,BAD,1.0,0,1,most people lean toward thinking that juice is much better than soda because it contains nutrients that are not normally found in soda.,"water is the best option, and fruit juice is better than soda pop because it contains some nutrients.","some juices, like grape juice, still contain reasonable levels of antioxidants and polyphenols, making them a much better option than soda in terms of naturally-occurring nutrients.","yes, too much fruit juice can lead to an overload of sugars, but it's also a good source of vitamins and nutrients...and way better for you than soda.",
juice,soda,cheaper,juice,GOOD,1.0,1,0,"given that the lemon juice worked better than the vinegar + baking soda solution (and was cheaper, smelled better, and was more skin friendly than clr, etc), i would recommend starting with a mild lemon juice solution, then follow up with pledge.",hosting a party this afternoon for middle schoolers and will serve sparkling lemonade (basically lemonade with sparkeling water and 100 fruit juice) and iced water - most children say it's better than soda (and cheaper).,,,
juice,soda,easier to drink,juice,GOOD,1.0,1,0,"the sparkling juice beverage sparkled moderately, making it easier to drink than any other mountain dew soda.",,,,
juice,soda,vitamins,juice,GOOD,1.0,1,0,"fruit juice is better than a sweetened soda because you are getting some vitamins,  mirza says.","although, orange juice is acidic and will aid in absorbing vitamins and minerals, which is better than soda as ling as the acid doesn't bother your tummy.","yes, too much fruit juice can lead to an overload of sugars, but it's also a good source of vitamins and nutrients...and way better for you than soda.",,
juice,soda,mirza,juice,BAD,1.0,0,1,"fruit juice is better than a sweetened soda because you are getting some vitamins,  mirza says.",,,,
juice,soda,worse for your teeth,juice,BAD,1.0,0,1,"so many people on here seem to be concerned about the effects of lemon juice on enamel, but the simple fact is... deluted lemon juice is no worse for your teeth than soda, orange juice, ect.",,,,
juice,soda,bit,juice,BAD,1.0,0,1,"while juice is probably better than soda , it's still an expensive habit and water would be even better for you.","the orange juice worked better than any of the other juices, maybe because i use a little bit more the 2 spoons of baking soda.",,,
juice,soda,spoons,juice,BAD,1.0,0,1,"the orange juice worked better than any of the other juices, maybe because i use a little bit more the 2 spoons of baking soda.",,,,
juice,soda,worse for you,soda,BAD,1.0,0,1,orange juice is calorie for calorie worse for you than soda.,"in fact calorie-for-calorie, 100 percent orange juice is worse for you than soda.","orange juice is actually worse for you than soda, that's why you drink it from a smaller glass.","nutella will make you fatter, faster, spoonful for spoonful, but it's like saying a jamba juice smoothie is worse for you than a can of soda because the smoothie has more calories, fat, and sugar.","by this definition, your 100 percent orange juice is worse for you than soda: the former contains 5.8 teaspoons of sugar per cup, while soda contains 5.4."
juice,soda,faster,soda,BAD,1.0,0,1,"nutella will make you fatter, faster, spoonful for spoonful, but it's like saying a jamba juice smoothie is worse for you than a can of soda because the smoothie has more calories, fat, and sugar.","ditch the diet soda according to a 2006 study, people who mix liquor with diet soda absorb the alcohol faster than do those who choose regular soda or juice as a mixer.","according to a 2006 study, people who mix liquor with diet soda absorb the alcohol faster than do those who choose regular soda or juice as a mixer.","payson elementary student james lloyd hypothesized that soda pop would rust a nail faster than lemon juice, tap water or salt water.","according to a 2007 university of manchester (england) study, people who mix liquor with diet soda absorb the alcohol faster than do those who choose regular soda or juice as a mixer."
juice,soda,higher,soda,BAD,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,,,
juice,soda,energy,soda,BAD,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,,,
juice,soda,density,soda,BAD,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,,,
juice,soda,read,soda,BAD,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,"home made bread was crumbly and wierd, and soda seemed better than juice.",i recently read a study that essentially said drinking diet soda is better for you than drinking orange juice.,"davis said diet soda pops and other items with sugar substitutes are okay, fruit is better than fruit juice, and choose bread and pasta carefully."
juice,soda,easier,soda,BAD,1.0,0,1,"turns out the kids like it better mixed with bubbly water to make a  soda , and it's a lot easier to freeze the juice than to make molasses so i'll do more freezing next season.",,,,
juice,soda,fruit,soda,BAD,1.0,0,1,fruit juice isn't much better than soda.,fruit juice is no better for you than soda.,"unfortunately, juice drinks, including 100 percent fruit juice, are really no better than soda and other sugar drinks.",juice isn't much better - juice actually has more calories per ounce than soda and elevates blood sugar more quickly than whole fruit.,some experts are even saying that fruit juice is no better for you than soda.
juice,soda,cooler,soda,GOOD,1.0,1,0,"a bottle of soda that's been sitting in the garage, for instance, may be several degrees cooler than rubbing alcohol from the bathroom closet, or apple juice from the kitchen pantry.",,,,
juice,soda,salts,soda,BAD,1.0,0,1,but soda is better than juice (in this instance) because it also contains salts.,,,,
google,intel,greater,google,BAD,1.0,0,1,"and google has upped the ante, adding a high-res touch screen -- with a pixel density greater than that of apple's vaunted retina screens -- and a real intel core i5 processor.","and google has upped the ante, adding a high-res touch-screen -- with a pixel density greater than that of apple's vaunted retina screens -- and a real intel core i5 processor.",,,
google,intel,bigger,google,BAD,1.0,0,1,,,,,
google,intel,cheaper,google,GOOD,1.0,1,0,"the arm powered google tv boxes will obviously be much cheaper, smaller and better than the ones using intel.",,,,
google,intel,easier,google,BAD,1.0,0,1,"now that the coreboot team at google made the sandy bridge port for their chromebooks [3], it easier than ever to make a port for other intel boards with that chipset.","now that the coreboot team at google made the sandy bridge port for their chromebooks [3], it easier than ever to make a port for other intel boards with that chipset.",,,
google,intel,older,google,BAD,1.0,0,1,"basically, google can squeeze better performance out of a gallium3d driver than a classic mesa driver for the older intel integrated graphics they are using right now for their mobile chromium os notebook/netbook.",,,,
google,intel,faster,intel,BAD,1.0,0,1,"because of this, intel apps will run 4x faster than other apps, productivity apps will run up to 3x faster and google apps like hangouts, docs and web browsing will also run better.",i'm pretty sure cal will dig up good intel faster than you can say google.,,,
google,intel,higher,intel,BAD,1.0,0,1,,,,,
google,intel,easier to get the apps from google play,intel,GOOD,1.0,1,0,,,,,
google,intel,safer,intel,BAD,1.0,0,1,,,,,
google,intel,apps,intel,BAD,1.0,0,1,"because of this, intel apps will run 4x faster than other apps, productivity apps will run up to 3x faster and google apps like hangouts, docs and web browsing will also run better.",,,,
google,intel,desktop,intel,BAD,1.0,0,1,,,,,
google,intel,linux,intel,BAD,1.0,0,1,,,,,
google,intel,repositories,intel,BAD,1.0,0,1,,,,,
google,intel,play,intel,BAD,1.0,0,1,,,,,
google,intel,store,intel,BAD,1.0,0,1,,,,,
concrete,stone,joints,concrete,BAD,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.",,,,
concrete,stone,easier,concrete,BAD,1.0,0,1,snow removal from concrete is easier than from mulch or stone.,a concrete slab is an easier work surface than gravel/crushed stone.,a concrete slab is an easier work surface than gravel/crushed stone.),"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","building with uniformly-sized concrete block makes the addition of vertical pieces much easier than working with stone, poured concrete, or other materials."
concrete,stone,weeds,concrete,BAD,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.",,,,
concrete,stone,faster,concrete,BAD,1.0,0,1,"patio on a hot day, the concrete set faster than i could get all the stone embedded.","the reason for the low price is that concrete is much faster to install than say, natural stone pavers.","concrete bollards are necessarily heavier than thin pipes, and are often chosen for faster vehicular speeds, but bollards can be made of stone as well.","pool decks made of concrete can often be installed faster and at a lower cost than comparable materials, such as natural stone, brick or tile.","calgary, ab -- ( sbwire ) -- 05/05/2014 -- although stamped concrete is often faster and more convenient to install than brick or stone, it's still a complicated process requiring the right tools, materials, expertise and jobsite conditions to ensure a successful outcome."
concrete,stone,easier to maintain,concrete,GOOD,1.0,1,0,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.",,,,
concrete,stone,pieces,concrete,BAD,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","building with uniformly-sized concrete block makes the addition of vertical pieces much easier than working with stone, poured concrete, or other materials.",,,
concrete,stone,faster to install,concrete,GOOD,1.0,1,0,"the reason for the low price is that concrete is much faster to install than say, natural stone pavers.",,,,
concrete,stone,price,concrete,BAD,1.0,0,1,"when you factor in the embedded energy and the $500/ton price tag, i'm not sure connecticut blue is all that much better than just using recycled concrete/urbanite for a patio, but there's no question the stacked flagstone makes a much nicer step.","the reason for the low price is that concrete is much faster to install than say, natural stone pavers.",,,
concrete,stone,natural,concrete,BAD,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","the reason for the low price is that concrete is much faster to install than say, natural stone pavers.","most concrete pavers have flat bottoms and come in identical sizes, meaning that they are easier to install than natural stone.","pool decks made of concrete can often be installed faster and at a lower cost than comparable materials, such as natural stone, brick or tile.",natural stone trucked from hundreds of miles away may be no better for the environment than a concrete block manufactured just down the road.
concrete,stone,pavers,concrete,BAD,1.0,0,1,"the reason for the low price is that concrete is much faster to install than say, natural stone pavers.","most concrete pavers have flat bottoms and come in identical sizes, meaning that they are easier to install than natural stone.",,,
concrete,stone,stronger,stone,GOOD,1.0,1,0,"this method is not only stronger than a traditional stone wall, it is also faster, easier and less expensive to build and eliminates the need for concrete form rentals .","fiber stone contains a mixture of sand, stones and fiberglass to be stronger but lighter than concrete.","synthetic stone is significantly lighter than natural stone and concrete but is stronger, more durable, and looks and feels identical to stone (doesn't look like plastic).",,
concrete,stone,greater,stone,BAD,1.0,0,1,"it has a greater abrasive resistance than limestone or poured concrete, and is crack resistant.",bricks bricks - advantages over stone: bricks have greater fire resistance than stone or concrete masonry its size enables easy handling and placement in walls it can be easily adapted to small-scale and large-scale structures to give pleasing appearance and texture .,"however, it should not be less than 0.25m. wherever the velocities are high for which the size of stone is greater than 0.4 m, cement concrete blocks of thickness 0.4 to 0.5 or 0.6 m may be used.",,
concrete,stone,smoother,stone,GOOD,1.0,1,0,hone faced flagstone has a much smoother appearance but is still a bit rougher than concrete.,"as for your crushed stone surface, using this method with a stone dust/cement mix will make for a surface smoother than soil, but rougher then concrete.",,,
concrete,stone,lighter,stone,GOOD,1.0,1,0,stepping stone construction lighter than concrete and will not crack over time.,"cast of durable fiber stone, a mix of sand, stones, and fiberglass that is lighter and less fragile than concrete.","cast of durable fiber stone, a mixture of sand, stones, and fiberglass that is lighter and less fragile than concrete.","hypertufa is a simulated stone container that is durable in all weather conditions, but lighter-weight than solid stone or concrete.","crafted from durable and weather-resistant fiberstone, a blend of sand, stone, and fiberglass that is lighter and less fragile than concrete."
concrete,stone,rougher,stone,GOOD,1.0,1,0,hone faced flagstone has a much smoother appearance but is still a bit rougher than concrete.,"as for your crushed stone surface, using this method with a stone dust/cement mix will make for a surface smoother than soil, but rougher then concrete.",,,
concrete,stone,easier to move,stone,GOOD,1.0,1,0,,,,,
concrete,stone,easier to keep away from wet concrete,stone,BAD,1.0,0,1,,,,,
concrete,stone,mixture,stone,BAD,1.0,0,1,"cast of durable fiber stone, a mixture of sand, stones, and fiberglass that is lighter and less fragile than concrete.","fiber stone contains a mixture of sand, stones and fiberglass to be stronger but lighter than concrete.",liquid stone is a very unique quartz and polymer coating that is far superior to other coatings because it does not contain any concrete in the mixture.,,
concrete,stone,friendlier,stone,BAD,1.0,0,1,"the stone is very comfortable to walk on, and in a garden setting, it gives a much friendlier and natural appearance than a comparable concrete walkway or sidewalk.",,,,
concrete,stone,stones,stone,BAD,1.0,0,1,"cast of durable fiber stone, a mix of sand, stones, and fiberglass that is lighter and less fragile than concrete.","cast of durable fiber stone, a mixture of sand, stones, and fiberglass that is lighter and less fragile than concrete.","fiber stone contains a mixture of sand, stones and fiberglass to be stronger but lighter than concrete.","lighter than concrete, this fiberstone statue can easily be adjusted or relocated to a new area of your landscape.crafted from durable 100% fiberstone, a weather-resistant mix of sand and stones with fiberglass backing.","lighter than concrete, this fiberstone statue can easily be adjusted or relocated to a new area of your lawn or garden.crafted from durable 100% fiberstone, a weather-resistant mix of sand and stones with fiberglass backing."
concrete,timber,easier to obtain,concrete,GOOD,1.0,1,0,concrete ties are cheaper and easier to obtain than timber and better able to carry higher axle-weights and sustain higher speeds.,,,,
concrete,timber,higher,concrete,BAD,1.0,0,1,concrete ties are cheaper and easier to obtain than timber and better able to carry higher axle-weights and sustain higher speeds.,,,,
concrete,timber,structure,concrete,BAD,1.0,0,1,,,,,
concrete,timber,richer,concrete,BAD,1.0,0,1,,,,,
concrete,timber,humidity,concrete,BAD,1.0,0,1,,,,,
concrete,timber,steel,concrete,BAD,1.0,0,1,,,,,
concrete,timber,cracks,concrete,BAD,1.0,0,1,,,,,
concrete,timber,inside,concrete,BAD,1.0,0,1,,,,,
concrete,timber,easier,timber,BAD,1.0,0,1,"a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian .","a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian.","although timber sleepers have good elasticity and are lighter and easier to handle than concrete sleepers, their main drawback is short service life due to deterioration.","the advantages this offers are quite exciting-timber panels are much lighter than concrete, more easily worked and easier and safer to erect [ 42 , 43 , 44 ].","the massive timber is lighter than concrete, but manage wider spans than light timber floors in general, which means easier adaptation to existing support spacing."
concrete,timber,lighter,timber,GOOD,1.0,1,0,"a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian .","a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian.","although timber sleepers have good elasticity and are lighter and easier to handle than concrete sleepers, their main drawback is short service life due to deterioration.",timber is a lighter and more environmentally-friendly building material that can be stronger and safer in earthquakes than traditional concrete and steel structures that currently dominate the building landscape.,"the advantages this offers are quite exciting-timber panels are much lighter than concrete, more easily worked and easier and safer to erect [ 42 , 43 , 44 ]."
concrete,timber,faster,timber,BAD,1.0,0,1,"a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian .","a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian.","winistorfer said timber bridges are less expensive, can be built faster than concrete or steel, and require less specialized labor to build.","new structural systems like cross-laminated timber panels can score multiple leed points, cost less, and are faster to build with than steel or concrete.",
concrete,timber,safer,timber,GOOD,1.0,1,0,"timber is strong, light and reliable making timber construction simpler and safer than steel or concrete construction.","timber is strong, light and reliable, making timber construction on site simpler and safer than concrete or steel construction.",timber is a lighter and more environmentally-friendly building material that can be stronger and safer in earthquakes than traditional concrete and steel structures that currently dominate the building landscape.,"the advantages this offers are quite exciting-timber panels are much lighter than concrete, more easily worked and easier and safer to erect [ 42 , 43 , 44 ].","well-designed, properly constructed timber buildings can be even safer in earthquakes than ferro-concrete ones."
concrete,timber,greater,timber,BAD,1.0,0,1,the replacement of timber track components is responsible for producing greenhouse gas emissions six times greater than equivalent reinforced concrete counterparts.,,,,
concrete,timber,bigger,timber,BAD,1.0,0,1,,,,,
concrete,timber,heavier,timber,BAD,1.0,0,1,"usually used for the construction of walls, lift shafts and floors, it can also support heavier loads than sawn timber, and is lighter than concrete.","massive timber is heavier than light timber systems, which makes it difficult to compete with such, concerning handling of volume elements, whereas it is far lighter than concrete elements systems, which are mainly transported to the site as surface elements.",,,
concrete,timber,easier to handle,timber,GOOD,1.0,1,0,"although timber sleepers have good elasticity and are lighter and easier to handle than concrete sleepers, their main drawback is short service life due to deterioration.",,,,
concrete,timber,stronger,timber,GOOD,1.0,1,0,timber is a lighter and more environmentally-friendly building material that can be stronger and safer in earthquakes than traditional concrete and steel structures that currently dominate the building landscape.,,,,
concrete,timber,safer to erect  42,timber,BAD,1.0,0,1,,,,,
